Title,Price,Rating,No. of Reviews,Width,Thickness,Weight,Height,Sales Package,model number,model name,Shape,Color,Touchscreen?,Water resistant?,Sensor,Battery Type,Charge Time,Battery Life,Warranty,Warranty Service Information,Covered in warranty,Not covered in warranty
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Silver Strap, Free Size)","₹1,599","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Silver,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Cellecor HYPE 1.50"" HD IPS Display with 500 NITS | BT-Calling | VoiceAssistant Smartwatch  (Blue Strap, Free Size)",₹999,622 Ratings,39 Reviews,,,43.8 g,,"1U Smartwatch, 1 Charging Cable, 
User Manual, Warranty Card",E2 HYPE,"HYPE 1.50"" HD IPS Display with 500 NITS | BT-Calling | VoiceAssistant",Round,Blue,Yes,Yes,"Heart Rate, SPo2, Accelerometer, Barometer, Gyro Sensor, Light Sensor",Lithium Polymer,120 min,"Long Lasting 7 Days Backup with Calling, 15 Days without calling, Standby time - 35 Days",1 Year Manufacturer Warranty,,Manufacturing Defects,
"Fire-Boltt Rise BT Calling 47mm (1.85), Voice Assistance & 123 Sports Single BT Connection Smartwatch  (Grey Strap, Free Size)","₹1,599","1,16,904 Ratings","12,317 Reviews",43.4 mm,11.48 mm,80 g,37.8 mm,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW069,"Rise BT Calling 47mm (1.85), Voice Assistance & 123 Sports Single BT Connection",Square,Grey,Yes,Yes,"Bluetooth Calling, SpO2, Optical Heart Rate Sensor Tianyihexin 3605, Accelerometer, Barometer, Gyro Sensor, Light Sensor.G-Sensor SC7A20",Lithium Ion,120 min,Upto 7 Days,,,,
"Cult Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD Smartwatch  (Gun Metal Grey Strap, Free Size)","₹2,499","1,931 Ratings",286 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW08,"Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD",Rectangle,Grey,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Noise Icon 2 Elite Edition 1.8'' Display with Metallic Body and Bluetooth Calling Smartwatch  (Silver Strap, Regular)","₹1,499","6,59,064 Ratings","37,771 Reviews",,,,,1 smartwatch,wrb-sw-colorfiticon2-mtl-slvr_slvr,Icon 2 Elite Edition 1.8'' Display with Metallic Body and Bluetooth Calling,Rectangle,Silver,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling Smartwatch  (Sporty Green Strap, Free Size)","₹2,299",789 Ratings,187 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CS805074,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Green,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fire-Boltt Rise Luxe Stainless Steel Luxury, 47mm (1.85) Display, Games, 120+ Sports Smartwatch  (Silver C Strap, Free Size)","₹1,699","16,636 Ratings","1,665 Reviews",43.4 mm,11.48 mm,80 g,37.8 mm,"Smartwatch, Charging Cable, User Manual",BSW204,"Rise Luxe Stainless Steel Luxury, 47mm (1.85) Display, Games, 120+ Sports",Square,Silver,Yes,Yes,"SpO2, Heart Rate Sensor",Lithium Ion,120 min,Upto 7 Days,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,
"Fastrack Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS Smartwatch  (Black Strap, Free Size)","₹2,299","24,855 Ratings","1,565 Reviews",52 mm,11.5 mm,52 g,46 mm,"Smartwatch, Charging Cable, Quick Start Guide",38153NP01,"Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS",Round,Black,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Black Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Black,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling Smartwatch  (Black Strap, Free Size)","₹2,299",789 Ratings,187 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CS805072,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Noise Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life Smartwatch  (Elite Silver Strap, Regular)","₹1,698","6,357 Ratings",439 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-crewgo-mtl-slvr_slvr,"Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life",Round,Silver,Yes,Yes,"Heart Rate, Accelerometer",,,Up to 7 Days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling Smartwatch  (Sporty Grey Strap, Free Size)","₹2,299",789 Ratings,187 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CSW24,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Grey,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Black Strap, Free Size)","₹2,198","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Chrome Rig Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Noise Icon 4 with Stunning 1.96'' AMOLED Display, Metallic Finish, BT Calling Smartwatch  (Jet Black Strap, Regular)","₹1,998","6,59,064 Ratings","37,771 Reviews",,,,,"1 Smartwatch, Charging Cable, User Manual",wrb-sw-colorfiticon4-std-blk_blk,"Icon 4 with Stunning 1.96'' AMOLED Display, Metallic Finish, BT Calling",Rectangle,Black,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,
"Boult Craft 1.83"" HD Display, BT Calling, Health Monitoring, Knurled Design, 500Nits Smartwatch  (Cobalt Blue Strap, Free Size)",₹999,"3,991 Ratings",210 Reviews,36.8 mm,10.9 mm,53.5 g,257 mm,"Smartwatch, User Manual, Charging Cable,Warranty Card",Craft,"Craft 1.83"" HD Display, BT Calling, Health Monitoring, Knurled Design, 500Nits",Square,Blue,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,120 min,Upto 7 days,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,
"Cultsport Active T 2.01 HD Display, Single Chip BT Calling, Rotating Crown, 200 WatchFace Smartwatch  (Blue Strap, Free Size)","₹1,399","2,679 Ratings",564 Reviews,39 mm,,55 g,10.6 mm,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW03,"Active T 2.01 HD Display, Single Chip BT Calling, Rotating Crown, 200 WatchFace",Square,Blue,Yes,Yes,"SPO2, Heart Rate Sensor, Accelerometer, Pedometer",Lithium Polymer,90 min,Upto 7 Days; 2-3 days with BT calling,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Boult Mirage 1.39"" Screen, BT Calling, Working Crown, Zinc Alloy Frame, 500 Nits, SpO2 Smartwatch  (Amber Blue Strap, Free Size)","₹1,799","10,123 Ratings",624 Reviews,46 mm,11.9 mm,106 g,286 mm,"Smartwatch, Charging Cable, Warranty Card, Strap Adjusting Tool, User Manual",Mirage,"Mirage 1.39"" Screen, BT Calling, Working Crown, Zinc Alloy Frame, 500 Nits, SpO2",Round,Blue,Yes,Yes,"Real Heart Rate, SPO2, Pedometer",Lithium Polymer,120 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any kind of Technical Issue,
"Noise Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant Smartwatch  (Elite Black Strap, Regular)","₹1,599","6,12,972 Ratings","40,657 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon3-glossymtl-blk_blk,"Icon 3 1.91"" Display with Bluetooth Calling, Metallic finish & Voice Assistant",Rectangle,Black,Yes,Yes,"Heart Rate, SpO2",,120 min,7 Days,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Beige Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Beige,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Titan Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling Smartwatch  (Black Strap, Free Size)","₹8,995",393 Ratings,22 Reviews,47.6 mm,12.3 mm,48.5 g,51.4 mm,"Smartwatch, Watch Strap, Charging Cable, Quick Start Guide, Warranty Card",90172AP01,"Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling",Round,Black,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Cult Shock X 1.43"" AMOLED, 420mAh Battery, 850 NITS, AOD, Bluetooth calling, Rugged Smartwatch  (Black Strap, Free Size)","₹1,799","1,421 Ratings",263 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW09,"Shock X 1.43"" AMOLED, 420mAh Battery, 850 NITS, AOD, Bluetooth calling, Rugged",Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,,Upto 10 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Silver Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Silver,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"Melbon Pink I8 Pro Watch 1.69” LCD Display, Multiple Watch Faces,Sleep Monitor,Heart Smartwatch  (Pink Strap, Free Size)",₹699,"4,988 Ratings",121 Reviews,,,100 g,,Smartwatch,Girls i7 pro max Smart,"Pink I8 Pro Watch 1.69” LCD Display, Multiple Watch Faces,Sleep Monitor,Heart",Rectangle,"Pink, Multicolor",Yes,Yes,Fitness Health Sports G-sensor,Lithium Polymer,100 min,3 Days after proper use and Normal Use 7 Days,3 month warranty,Carry on warranty -ircinnovations@gmail.com,Manufacturing Defects,
"Fire-Boltt Ninja Talk 35.3mm (1.39) Round Bluetooth Calling Metal Body,120 Sports Modes Smartwatch  (Black Strap, 1.39)","₹1,599","3,65,539 Ratings","61,455 Reviews",39 mm,9.8 mm,36.8 g,9.8 mm,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW136,"Ninja Talk 35.3mm (1.39) Round Bluetooth Calling Metal Body,120 Sports Modes",Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor",Lithium Ion,120 Min,Upto 5 Days,Covers Manufacturing Defects,Contact : Ph : 022-69846666 / Mail : infocare@boltt.com,Manufacturing Defects,
"Fire-Boltt Spectre Stainless Steel Luxury, 33.5mm (1.32 inch) Display, 360*360 Px High Res Smartwatch  (Black Strap, Free Size)","₹1,499","43,544 Ratings","6,349 Reviews",,12 mm,50 g,,"1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card",BSW164,"Spectre Stainless Steel Luxury, 33.5mm (1.32 inch) Display, 360*360 Px High Res",Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor",Lithium Ion,120 min,Upto 5 Days,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Black Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Black,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Cellecor HYPE 1.50"" HD IPS Display with 500 NITS | BT-Calling | VoiceAssistant Smartwatch  (Pink Strap, Free Size)",₹999,622 Ratings,39 Reviews,,,43.8 g,,"1U Smartwatch, 1 Charging Cable, 
User Manual, Warranty Card",E2 HYPE,"HYPE 1.50"" HD IPS Display with 500 NITS | BT-Calling | VoiceAssistant",Round,Pink,Yes,Yes,"Heart Rate, SPo2, Accelerometer, Barometer, Gyro Sensor, Light Sensor",Lithium Polymer,120 min,"Long Lasting 7 Days Backup with Calling, 15 Days without calling, Standby time - 35 Days",1 Year Manufacturer Warranty,1 Year Warranty for Device from the Date of Purchase. Customer can call at 1800 1214 704 or can mail us on support@cellecor.com for customer support for further information and for any kind of service support customer can visit to nearest authorized service center for which customer can refer our care locator to check the nearest authorized center to his location - https://cellecor.com/pages/services-center,Manufacturing Defects,
"Cult Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling Smartwatch  (Silver Strap, Free Size)","₹1,999","1,573 Ratings",160 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW10,"Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling",Round,Silver,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fastrack Revoltt FR2,35mm Display,AI Voice,BT Calling,IP68,Health Suite,SOS Calling Smartwatch  (Wine Red Strap, Free Size)","₹1,699","49,865 Ratings","2,179 Reviews",51.2 mm,11.4 mm,40 g,49.3 mm,"Smartwatch, Charging Cable, Quick Start Guide",38154PP04,"Revoltt FR2,35mm Display,AI Voice,BT Calling,IP68,Health Suite,SOS Calling",Round,Maroon,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Cult Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD Smartwatch  (Black Strap, Free Size)","₹2,499","1,931 Ratings",286 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW08,"Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD",Rectangle,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fire-Boltt Gladiator 49.7mm Display, Bluetooth Call, 123 sports modes, IP67, voice assist Smartwatch  (Orange Strap, Free Size)","₹1,299","65,839 Ratings","12,070 Reviews",40.9 mm,12.4 mm,60 g,12.4 mm,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW072,"Gladiator 49.7mm Display, Bluetooth Call, 123 sports modes, IP67, voice assist",Square,Orange,Yes,Yes,"SpO2, Heart Rate Sensor",Lithium Ion,120 min,Upto 5 Days,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Silver Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Silver,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"HLSTRIKES T900 Smart watch with WiFi GPS 4G Network T800 wifi supported S6 Smartwatch  (Black Strap, Free Size)",₹598,7 Ratings,0 Reviews,,,,,"Smart watch, Wireless Charger, User Manual,Smart watch Strap",T900 ULTRA S8,T900 Smart watch with WiFi GPS 4G Network T800 wifi supported S6,Square,Black,Yes,Yes,"Accelerometer, Gyroscope, Proximity Sensor",Lithium Ion,60 min,3 Days,,,,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Blue Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Blue,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"IAIR W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode | Smartwatch  (Nature Black Strap, Standard)",₹748,78 Ratings,21 Reviews,,,,,"1 Smartwatch, 1 Charging cable, 1 User Manual",W5 Pro,W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode |,Square,"Black, Multicolor",Yes,Yes,Gesture Sensor,Lithium Polymer,60 min,3-4 days,,,,
